"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"128466","SN 2023hcv","23:39:35.665","+21:55:05.38","SN II","0.0227","","","ZTF","ZTF","ZTF","ZTF","ZTF23aaihsvm","P48 - ZTF-Cam","P200 - DBSP","1","1","","18.71","r-ZTF","2023-04-28 11:49:55.200","ZTF_Bot1","","","2023TNSTR.967....1F","2023TNSCR1524....1S","",""
"128440","SN 2023hbv","15:44:33.769","+10:17:50.50","SN II","0.0348","","","ATLAS","ATLAS","ZTF","ATLAS","ATLAS23jsb","ATLAS-CHL - ATLAS-04","P60 - SEDM","1","1","","19.278","cyan-ATLAS","2023-04-29 06:29:32.064","ATLAS_Bot1","","","2023TNSTR.964....1T","2023TNSCR1336....1S","",""
"128329","SN 2023gxq","10:18:12.238","+34:40:19.80","SN II","0.0293","SDSS J101812.38+344020.4","0.02927135","ALeRCE","ZTF","ZTF","ALeRCE","ZTF23aaiecnn","P48 - ZTF-Cam","Keck1 - LRIS","1","1","","19.5728","g-ZTF","2023-04-28 05:41:23.997","ALeRCE","","","2023TNSTR.950....1M","2023TNSCR1792....1D","",""
"128083","SN 2023gol","12:43:32.244","+40:05:56.44","SN II","0.05","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ATLAS23jld","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.95","cyan-ATLAS","2023-04-23 09:41:09.312","ATLAS_Bot1","","","2023TNSTR.888....1T","2023TNSCR1116....1S","",""
"127967","SN 2023gkb","21:31:00.829","-03:58:53.78","SN II","0.026181","","","ATLAS, ALeRCE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ATLAS23ism","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.75","cyan-ATLAS","2023-04-22 09:16:37.920","ATLAS_Bot1","","","2023TNSTR.880....1T","2023TNSCR1195....1S","",""
"127888","SN 2023ghl","11:09:11.729","+53:21:43.82","SN II","0.027067","","","ZTF, ATLAS, Fink, Pan-STARRS, YSE","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Fink, Pan-STARRS, YSE, ZTF","ZTF23aagkutf","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","NOT - ALFOSC","1","1","","19.84","g-ZTF","2023-04-19 07:22:04.800","ZTF_Bot1","","","2023TNSTR.870....1F","2023TNSCR1033....1S","",""
"127730","SN 2023gbq","22:11:08.578","-24:27:56.49","SN II","0.0379","","","ATLAS, Pan-STARRS, ALeRCE, GW-MMADS","ATLAS, Pan-STARRS, ZTF, GW-MMADS","ZTF","ALeRCE, ATLAS, GW-MMADS, Pan-STARRS","ATLAS23imd","ATLAS-CHL - ATLAS-04, CTIO-4m - DECAM, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.106","cyan-ATLAS","2023-04-18 09:34:50.016","ATLAS_Bot1","","","2023TNSTR.835....1T","2023TNSCR1635....1S","",""
"127649","SN 2023fyo","10:55:02.390","-10:49:16.98","SN II","0.02","","","ATLAS, ZTF, Fink, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS, Fink, Pan-STARRS, ZTF","ATLAS23ijk","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.446","cyan-ATLAS","2023-04-17 03:01:03.936","ATLAS_Bot1","","","2023TNSTR.820....1T","2023TNSCR1042....1S","",""
"127531","SN 2023fub","07:40:26.810","+25:08:00.22","SN II","0.029397","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ATLAS23ibg","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P200 - DBSP","1","1","","19.082","cyan-ATLAS","2023-04-15 06:05:54.240","ATLAS_Bot1","","","2023TNSTR.806....1T","2023TNSCR1142....1D","",""
"127481","SN 2023fse","22:03:51.396","+11:24:19.13","SN II","0.035","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS, ZTF","ZTF23aaeklqg","P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.7","r-ZTF","2023-04-08 12:14:24.000","ZTF_Bot1","","","2023TNSTR.801....1F","2023TNSCR1460....1S","",""
"126997","SN 2023fax","14:38:27.142","+30:01:44.91","SN II","0.045","SDSS J143827.16+300148.2","","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ZTF23aaeqonb","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","19.6733","g-ZTF","2023-04-10 07:49:30.996","ALeRCE","","","2023TNSTR.752....1M","2023TNSCR.998....1W","",""
"126930","SN 2023eyj","17:17:36.766","+48:38:17.87","SN II","0.0244200006","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ZTF23aaejumk","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P200 - DBSP","1","1","","19.59","g-ZTF","2023-04-08 09:23:02.400","ZTF_Bot1","","","2023TNSTR.755....1F","2023TNSCR.855....1D","",""
"126771","SN 2023esk","21:02:36.740","+08:18:53.30","SN II","0.0183","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ZTF23aadcltm","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","17.45","r-ZTF","2023-03-13 12:51:50.400","ZTF_Bot1","","","2023TNSTR.738....1F","2023TNSCR.749....1J","",""
"126608","SN 2023emg","22:55:14.085","+36:40:26.99","SN II","0.0188","","","ZTF","ZTF","ZTF","ZTF","ZTF23aaefrgo","P48 - ZTF-Cam","P200 - DBSP","1","1","","19.0797","r-ZTF","2023-04-02 12:22:56.352","ZTF_CLU_PUBLIC","","","2023TNSTR.702....1D","2023TNSCR1142....1D","",""
"126571","SN 2023ekx","09:41:11.980","+63:35:40.85","SN II","0.05","","","Pan-STARRS, ZTF, GaiaAlerts","Pan-STARRS, ZTF, GaiaAlerts","ZTF","GaiaAlerts, Pan-STARRS, ZTF","PS23bdw","Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","19.05","i-P1","2023-03-31 07:19:23.232","PS1_Bot1","","","2023TNSTR.694....1C","2023TNSCR.877....1W","",""
"126421","SN 2023efg","21:05:19.680","-10:28:17.40","SN II","0.025","","","GaiaAlerts, ATLAS, ALeRCE, Pan-STARRS","GaiaAlerts, ATLAS, ZTF, Pan-STARRS","ZTF","ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","Gaia23bfi","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.29","G-Gaia","2023-03-21 07:12:00.000","Gaia_Bot1","","","2023TNSTR.665....1H","2023TNSCR1141....1S","",""
"126311","SN 2023ebb","11:24:34.680","+46:53:37.18","SN II","0.022","","","ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","ZTF23aadruma","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","18.64","g-ZTF","2023-03-27 10:46:33.600","ZTF_Bot1","","","2023TNSTR.658....1F","2023TNSCR.831....1W","",""
"126293","SN 2023eaj","19:44:49.430","+44:43:32.05","SN II","0.0335","","","ZTF","ZTF","ZTF","ZTF","ZTF23aacgjgl","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.7311","r-ZTF","2023-03-18 11:18:28.224","ZTF_CLU_PUBLIC","","","2023TNSTR.646....1D","2023TNSCR.909....1S","",""
"126149","SN 2023duy","12:41:45.605","-09:08:55.37","SN II","0.0367","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ATLAS23egh","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.114","cyan-ATLAS","2023-03-21 22:41:23.424","ATLAS_Bot1","","","2023TNSTR.599....1T","2023TNSCR.920....1S","",""
"126132","SN 2023duh","09:28:51.707","-12:53:43.40","SN II","0.0415","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS, ZTF","ATLAS23efd","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.985","orange-ATLAS","2023-03-21 08:16:45.408","ATLAS_Bot1","","","2023TNSTR.592....1T","2023TNSCR.832....1W","",""
"126018","SN 2023dqa","14:08:49.016","-10:47:56.97","SN II","0.035","","","ATLAS, Pan-STARRS, ZTF","ATLAS, Pan-STARRS, ZTF","ZTF","ATLAS, Pan-STARRS, ZTF","ATLAS23ebv","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.186","orange-ATLAS","2023-03-17 12:25:11.136","ATLAS_Bot1","","","2023TNSTR.572....1T","2023TNSCR.988....1S","",""
"125985","SN 2023dot","09:33:43.725","-13:19:30.75","SN II","0.055","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ATLAS23dwj","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","18.917","orange-ATLAS","2023-03-17 08:12:23.616","ATLAS_Bot1","","","2023TNSTR.565....1T","2023TNSCR.877....1W","",""
"125827","SN 2023dis","16:40:28.534","+39:13:54.93","SN II","0.0298","","","Pan-STARRS, ATLAS","Pan-STARRS, ATLAS","ZTF","ATLAS, Pan-STARRS","PS23aqs","ATLAS-HKO - ATLAS-02, PS1 - GPC1","P200 - DBSP","1","1","","19.32","w-P1","2023-03-17 14:28:21.792","PS1_Bot1","","","2023TNSTR.567....1C","2024TNSCR3553....1D","",""
"125762","SN 2023dgg","12:33:50.870","+03:26:44.45","SN II","0.03282","","","Pan-STARRS, ATLAS, ZTF","Pan-STARRS, ATLAS, ZTF","ZTF","ATLAS, Pan-STARRS, ZTF","PS23apg","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.06","w-P1","2023-03-16 11:06:02.592","PS1_Bot1","","","2023TNSTR.554....1C","2023TNSCR.686....1S","",""
"125656","SN 2023dce","14:50:26.620","+85:48:48.13","SN II","0.063","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS, GaiaAlerts, ZTF","ZTF23aadbbxv","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","Keck1 - LRIS","1","1","","17.27","g-ZTF","2023-03-13 07:59:31.200","ZTF_Bot1","","","2023TNSTR.541....1F","2023TNSCR1223....1S","",""
"125525","SN 2023cxf","11:52:36.223","+13:28:01.29","SN II","0.020635","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ATLAS23ded","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","P200 - DBSP","1","1","","18.979","cyan-ATLAS","2023-03-02 06:00:33.696","ATLAS_Bot1","","","2023TNSTR.509....1T","2023TNSCR.921....1D","",""
"125513","SN 2023cwt","19:40:08.966","+38:30:50.54","SN II","0.01","","","ATLAS, ALeRCE","ATLAS, ZTF","ZTF","ALeRCE, ATLAS","ATLAS23dkt","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.393","orange-ATLAS","2023-03-06 14:46:52.896","ATLAS_Bot1","","","2023TNSTR.503....1T","2023TNSCR.654....1S","",""
"125218","SN 2023cme","02:37:20.994","-15:25:20.67","SN II","0.02424","","","ATLAS, Pan-STARRS, ZTF","ATLAS, Pan-STARRS, ZTF","ZTF","ATLAS, Pan-STARRS, ZTF","ATLAS23cnm","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","Keck1 - LRIS","1","1","","18.04","orange-ATLAS","2023-02-22 18:35:30.624","ATLAS_Bot1","","","2023TNSTR.422....1T","2024TNSCR3553....1D","",""
"125093","SN 2023chj","18:05:39.630","+31:37:14.12","SN II","0.04","GALEXASC J180539.68+313714.9","","ALeRCE, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ZTF","ALeRCE, ATLAS, GaiaAlerts","ZTF23aacrvqj","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.2928","r-ZTF","2023-02-19 12:17:37.000","ALeRCE","","","2023TNSTR.391....1F","2023TNSCR.769....1S","",""
"124791","SN 2023bvt","08:54:13.020","+20:48:11.56","SN II","0.030412","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ZTF","ATLAS, GaiaAlerts","ATLAS23chj","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","P60 - SEDM","1","1","","18.917","cyan-ATLAS","2023-02-18 03:06:04.608","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.987....1J","",""
"124781","SN 2023bvj","09:50:56.040","+33:33:10.94","SN II","0.00512","","","ATLAS, SGLF, Pan-STARRS, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts","ZTF","ATLAS, GaiaAlerts, Pan-STARRS, SGLF","ATLAS23cgq","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.287","cyan-ATLAS","2023-02-18 04:11:13.344","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.397....1S","",""
"124770","SN 2023buy","08:20:53.700","+39:14:29.72","SN II","0.0286","SDSS J082054.22+391423.0","0.02861966","ALeRCE, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF23aacjetk","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.9997","r-ZTF","2023-02-17 05:08:54.001","ALeRCE","","","2023TNSTR.378....1F","2023TNSCR.751....1Q","",""
"124647","SN 2023bqh","18:23:23.050","+60:45:26.68","SN II","0.012732","UGC 11225","0.012829","XOSS, GaiaAlerts, ZTF, ATLAS","XOSS, GaiaAlerts, ZTF, ATLAS","ZTF","ATLAS, GaiaAlerts, XOSS, ZTF","PSP23C","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, Other - Other, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.7","Clear-","2023-02-12 23:33:50.976","Mi Zhang","","","2023TNSTR.351....1R","2023TNSCR.410....1S","",""
"124567","SN 2023bng","09:56:38.489","-15:34:21.09","SN II","0.031358","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ZTF23aacfkak","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.8327","r-ZTF","2023-02-10 06:56:57.120","ZTF_CLU_PUBLIC","","","2023TNSTR.331....1D","2023TNSCR.397....1S","",""
"124537","SN 2023bmd","15:10:08.826","+46:06:23.24","SN II","0.019603","SDSS J151008.80+460616.8","0.01912391","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ZTF23aacdlsh","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","18.3762","g-ZTF","2023-02-09 11:47:06.003","ALeRCE","","","2023TNSTR.314....1F","2023TNSCR.491....1H","",""
"124530","SN 2023blw","07:28:09.442","+52:28:17.54","SN II","0.0216579996","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS, ZTF","ZTF23aabtmzm","P48 - ZTF-Cam, PS2 - GPC2","P200 - DBSP","1","1","","19.2877","r-ZTF","2023-02-07 04:55:41.376","ZTF_CLU_PUBLIC","","","2023TNSTR.320....1D","2024TNSCR3553....1D","",""
"124422","SN 2023bia","16:11:46.218","+37:27:45.81","SN II","0.032314","SDSS J161145.92+372740.3","0.03231402","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ZTF23aabutcv","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.7412","r-ZTF","2023-02-04 12:20:00.001","ALeRCE","","","2023TNSTR.281....1F","2023TNSCR.354....1J","",""
"124421","SN 2023bhz","18:54:33.748","+45:15:40.67","SN II","0.1","WISEA J185433.70+451544.0","","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ZTF23aabutzu","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","Lick-3m - KAST","1","1","","17.5463","r-ZTF","2023-02-04 12:56:09.997","ALeRCE","","","2023TNSTR.281....1F","2023TNSCR.998....1W","",""
"124353","SN 2023bfs","14:04:57.394","+25:01:30.85","SN II","0.035251","SDSS J140457.37+250132.8","0.03525086","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ZTF23aabrson","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.8382","r-ZTF","2023-02-02 11:25:19.998","ALeRCE","","","2023TNSTR.262....1F","2023TNSCR.384....1S","",""
"124322","SN 2023ben","10:25:48.019","+38:20:14.60","SN II","0.054427","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ZTF23aabnyfa","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.69","r-ZTF","2023-02-02 07:12:00.000","ZTF_Bot1","","","2023TNSTR.268....1F","2023TNSCR.410....1S","",""
"124091","SN 2023avz","07:14:44.987","+05:49:47.42","SN II","0.03","","","ZTF","ZTF","ZTF","ZTF","ZTF23aabbrdb","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.67","g-ZTF","2023-01-25 06:28:48.000","ZTF_Bot1","","","2023TNSTR.217....1F","2023TNSCR.377....1S","",""
"123816","SN 2023amc","18:36:27.640","+10:20:44.12","SN II","0.01","WISEA J183627.79+102045.9","","ALeRCE, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ALeRCE, ATLAS, GaiaAlerts","ZTF23aaaziou","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.6269","r-ZTF","2023-01-24 13:36:12.997","ALeRCE","","","2023TNSTR.177....1M","2023TNSCR.234....1S","",""
"123793","SN 2023ali","15:48:39.790","-08:18:24.19","SN II","0.096","","","ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","ZTF23aaawatw","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","Keck1 - LRIS","1","1","","18.13","r-ZTF","2023-01-23 12:08:38.400","ZTF_Bot1","","","2023TNSTR.182....1F","2023TNSCR.842....1S","",""
"123646","SN 2023afu","13:52:11.399","-14:42:12.64","SN II","0.035","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF20acwflza","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.96","r-ZTF","2023-01-07 12:31:40.800","ZTF_Bot1","","","2023TNSTR.182....1F","2023TNSCR.187....1S","",""
"122818","SN 2023cv","15:13:28.780","-20:40:51.89","SN II","0.007565","","","ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ZTF","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","ATLAS23afk","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.816","orange-ATLAS","2023-01-08 01:54:21.024","ATLAS_Bot1","","","2023TNSTR..35....1T","2023TNSCR.186....1S","",""
"122921","SN 2022aegi","15:54:25.730","+04:01:34.75","SN II","0.035","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts, ZTF","ZTF22acaipkl","Gaia - Gaia-photometric, P48 - ZTF-Cam","Lick-3m - KAST","1","1","","19.35","r-ZTF","2022-12-22 13:33:35.000","ZTF_Bot1","","","2023TNSTR..70....1F","2023TNSCR.418....1J","",""
